# train_loss,train_accuracy
7.353360652923583984e-01,5.400000214576721191e-01
7.152092456817626953e-01,5.799999833106994629e-01
6.821048259735107422e-01,6.000000238418579102e-01
7.308952808380126953e-01,5.199999809265136719e-01
6.572118997573852539e-01,7.400000095367431641e-01
7.541984915733337402e-01,5.000000000000000000e-01
6.901038289070129395e-01,5.799999833106994629e-01
7.183628678321838379e-01,4.600000083446502686e-01
7.210643291473388672e-01,6.000000238418579102e-01
6.492245197296142578e-01,7.599999904632568359e-01
7.190182209014892578e-01,6.600000262260437012e-01
7.318087220191955566e-01,4.600000083446502686e-01
7.164436578750610352e-01,5.400000214576721191e-01
6.906690597534179688e-01,5.799999833106994629e-01
6.870794892311096191e-01,6.800000071525573730e-01
6.890094876289367676e-01,7.200000286102294922e-01
7.376615405082702637e-01,5.199999809265136719e-01
7.104951739311218262e-01,5.600000023841857910e-01
6.793751716613769531e-01,6.200000047683715820e-01
7.175884842872619629e-01,5.400000214576721191e-01
6.547574400901794434e-01,7.200000286102294922e-01
7.481353878974914551e-01,5.000000000000000000e-01
7.186011075973510742e-01,5.600000023841857910e-01
6.974709033966064453e-01,5.000000000000000000e-01
7.028968334197998047e-01,6.200000047683715820e-01
6.432428359985351562e-01,7.799999713897705078e-01
7.401443123817443848e-01,5.799999833106994629e-01
7.120335698127746582e-01,5.000000000000000000e-01
7.245634794235229492e-01,5.600000023841857910e-01
6.754715442657470703e-01,6.399999856948852539e-01
6.837815046310424805e-01,6.399999856948852539e-01
7.009623646736145020e-01,6.999999880790710449e-01
7.358700037002563477e-01,5.400000214576721191e-01
7.077507972717285156e-01,5.600000023841857910e-01
6.808097362518310547e-01,6.200000047683715820e-01
6.974779963493347168e-01,6.000000238418579102e-01
6.486536860466003418e-01,8.000000119209289551e-01
7.501475811004638672e-01,5.199999809265136719e-01
7.343446016311645508e-01,5.199999809265136719e-01
6.795893311500549316e-01,6.200000047683715820e-01
6.987327337265014648e-01,6.000000238418579102e-01
6.377167105674743652e-01,7.599999904632568359e-01
7.578840851783752441e-01,5.600000023841857910e-01
6.978662014007568359e-01,5.400000214576721191e-01
7.284401655197143555e-01,5.799999833106994629e-01
6.610543131828308105e-01,6.800000071525573730e-01
6.780137419700622559e-01,6.999999880790710449e-01
7.140734195709228516e-01,6.600000262260437012e-01
7.258213162422180176e-01,5.400000214576721191e-01
7.077447772026062012e-01,5.400000214576721191e-01
6.914176344871520996e-01,5.600000023841857910e-01
6.922272443771362305e-01,6.399999856948852539e-01
6.444488763809204102e-01,8.000000119209289551e-01
7.359980940818786621e-01,5.199999809265136719e-01
7.382609844207763672e-01,5.000000000000000000e-01
6.752555966377258301e-01,5.799999833106994629e-01
7.067813873291015625e-01,6.000000238418579102e-01
6.422996520996093750e-01,7.599999904632568359e-01
7.553989887237548828e-01,5.000000000000000000e-01
6.983571052551269531e-01,5.799999833106994629e-01
7.104219198226928711e-01,5.400000214576721191e-01
6.609534025192260742e-01,6.399999856948852539e-01
6.872594356536865234e-01,6.999999880790710449e-01
6.900897622108459473e-01,6.600000262260437012e-01
7.303225994110107422e-01,5.199999809265136719e-01
6.948614120483398438e-01,5.799999833106994629e-01
6.836599707603454590e-01,6.000000238418579102e-01
6.718060970306396484e-01,6.600000262260437012e-01
6.987364292144775391e-01,6.800000071525573730e-01
7.191981077194213867e-01,5.199999809265136719e-01
7.366372346878051758e-01,5.400000214576721191e-01
6.625792980194091797e-01,6.399999856948852539e-01
7.035991549491882324e-01,5.400000214576721191e-01
6.217026114463806152e-01,8.399999737739562988e-01
7.570589184761047363e-01,5.600000023841857910e-01
7.277643680572509766e-01,4.799999892711639404e-01
6.963006854057312012e-01,5.600000023841857910e-01
6.584138274192810059e-01,6.600000262260437012e-01
6.861501336097717285e-01,6.399999856948852539e-01
7.097698450088500977e-01,6.399999856948852539e-01
7.305170893669128418e-01,5.199999809265136719e-01
6.945792436599731445e-01,5.799999833106994629e-01
6.817524433135986328e-01,6.000000238418579102e-01
6.838869452476501465e-01,6.999999880790710449e-01
6.773903965950012207e-01,7.400000095367431641e-01
6.966548562049865723e-01,5.799999833106994629e-01
7.387835383415222168e-01,5.199999809265136719e-01
6.603751778602600098e-01,6.399999856948852539e-01
7.170761227607727051e-01,5.400000214576721191e-01
6.260152459144592285e-01,8.399999737739562988e-01
7.664584517478942871e-01,4.799999892711639404e-01
7.054846882820129395e-01,5.600000023841857910e-01
6.890840530395507812e-01,5.799999833106994629e-01
6.635195612907409668e-01,6.399999856948852539e-01
6.614239215850830078e-01,7.200000286102294922e-01
7.094628810882568359e-01,6.200000047683715820e-01
7.259258031845092773e-01,5.400000214576721191e-01
6.945157051086425781e-01,6.200000047683715820e-01
6.943339109420776367e-01,5.000000000000000000e-01
6.332753300666809082e-01,7.599999904632568359e-01
7.126028537750244141e-01,6.600000262260437012e-01
7.095572352409362793e-01,5.199999809265136719e-01
7.317069172859191895e-01,5.600000023841857910e-01
6.509508490562438965e-01,6.399999856948852539e-01
6.997256278991699219e-01,5.600000023841857910e-01
6.130155920982360840e-01,8.399999737739562988e-01
7.731196284294128418e-01,4.600000083446502686e-01
7.386500835418701172e-01,5.199999809265136719e-01
